                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.63459,                0.40826,                0.80023,                0.93718,                0.75041,                0.85186,                0.72101,                0.48918,                0.32701,                0.80096,               0.004984,               0.004984,               0.004984
                    154,                0.62855,                0.40409,                0.80116,                0.93797,                0.74919,                0.85257,                 0.7217,                0.49038,                0.32736,                 0.8009,               0.004951,               0.004951,               0.004951
                    155,                0.63195,                 0.4072,                0.80041,                0.93698,                0.74925,                0.85148,                0.72055,                0.48908,                0.32638,                0.80105,               0.004918,               0.004918,               0.004918
                    156,                0.63215,                0.40511,                0.79892,                0.93548,                0.75043,                0.85147,                 0.7199,                0.48988,                0.32704,                  0.801,               0.004885,               0.004885,               0.004885
                    157,                 0.6285,                0.40451,                0.80008,                0.93419,                0.75046,                0.85111,                0.71959,                0.49041,                0.32676,                0.80118,               0.004852,               0.004852,               0.004852
                    158,                0.62844,                0.40368,                 0.7987,                  0.934,                0.74904,                0.85019,                0.71958,                0.49247,                0.32692,                0.80159,               0.004819,               0.004819,               0.004819
                    159,                0.63282,                0.40674,                0.79859,                0.92951,                0.74986,                0.84948,                0.71854,                0.49672,                0.32833,                 0.8023,               0.004786,               0.004786,               0.004786
                    160,                0.63257,                0.40678,                0.80029,                0.92732,                0.75119,                0.84995,                0.71989,                0.49565,                0.32792,                0.80219,               0.004753,               0.004753,               0.004753
                    161,                0.62499,                0.40192,                0.80003,                 0.9321,                0.75007,                0.85154,                0.72252,                0.48895,                 0.3254,                0.80062,                0.00472,                0.00472,                0.00472
                    162,                0.62767,                0.40275,                0.79906,                0.92797,                0.75401,                0.85192,                 0.7236,                0.48723,                0.32423,                0.80028,               0.004687,               0.004687,               0.004687
                    163,                 0.6278,                0.40334,                0.79848,                0.92812,                0.75369,                 0.8523,                0.72458,                0.48805,                0.32494,                0.80034,               0.004654,               0.004654,               0.004654
                    164,                0.61874,                0.39821,                0.79913,                0.93018,                0.75256,                0.85199,                0.72477,                0.48796,                0.32473,                0.80047,               0.004621,               0.004621,               0.004621
                    165,                0.61726,                0.39903,                 0.8002,                0.93093,                0.75332,                0.85239,                0.72521,                0.48733,                0.32441,                0.80028,               0.004588,               0.004588,               0.004588
                    166,                0.62071,                0.40058,                0.79879,                0.93304,                0.75309,                0.85316,                0.72635,                0.48523,                 0.3233,                0.80007,               0.004555,               0.004555,               0.004555
                    167,                0.62679,                0.40302,                0.79832,                0.93272,                0.75307,                0.85334,                0.72736,                 0.4852,                0.32297,                0.79984,               0.004522,               0.004522,               0.004522
                    168,                0.61833,                0.39784,                0.79929,                0.93628,                0.75077,                0.85347,                0.72838,                0.48405,                0.32265,                0.79959,               0.004489,               0.004489,               0.004489
                    169,                0.61732,                0.39733,                0.79854,                0.93594,                0.75083,                0.85381,                0.72832,                0.48401,                0.32365,                0.79967,               0.004456,               0.004456,               0.004456
                    170,                 0.6196,                0.39922,                0.79993,                0.93665,                 0.7509,                0.85395,                0.72832,                0.48429,                0.32353,                 0.7996,               0.004423,               0.004423,               0.004423
                    171,                0.61809,                0.39703,                0.79797,                0.93795,                0.75087,                 0.8539,                0.72866,                 0.4839,                0.32319,                0.79932,                0.00439,                0.00439,                0.00439
                    172,                0.61388,                0.39417,                0.79769,                0.93848,                0.74956,                0.85346,                 0.7284,                 0.4829,                0.32283,                0.79925,               0.004357,               0.004357,               0.004357
                    173,                 0.6124,                0.39335,                0.79762,                0.93865,                0.74992,                0.85296,                0.72854,                0.48325,                0.32254,                0.79913,               0.004324,               0.004324,               0.004324
                    174,                0.61544,                0.39399,                0.79761,                0.93863,                0.74891,                 0.8523,                0.72802,                0.48446,                0.32317,                0.79936,               0.004291,               0.004291,               0.004291
                    175,                0.61106,                0.39391,                0.79864,                0.93548,                0.74994,                0.85242,                0.72786,                0.48589,                0.32366,                0.79949,               0.004258,               0.004258,               0.004258
                    176,                0.60874,                0.39265,                0.79635,                0.93794,                0.74901,                0.85265,                0.72779,                0.48661,                0.32369,                0.79947,               0.004225,               0.004225,               0.004225
                    177,                0.60956,                0.39313,                0.79726,                0.93862,                0.74808,                0.85235,                0.72745,                0.48714,                0.32387,                0.79945,               0.004192,               0.004192,               0.004192
                    178,                0.61084,                0.39168,                 0.7962,                0.94001,                0.74655,                0.85261,                0.72811,                0.48914,                0.32443,                0.79958,               0.004159,               0.004159,               0.004159
                    179,                0.61033,                0.38931,                0.79525,                0.94017,                0.74734,                0.85271,                0.72836,                0.48871,                0.32411,                 0.7997,               0.004126,               0.004126,               0.004126
                    180,                0.60248,                0.38709,                0.79644,                0.93841,                0.74882,                0.85252,                0.72796,                0.48919,                0.32444,                0.79967,               0.004093,               0.004093,               0.004093
                    181,                0.60225,                0.38754,                0.79741,                 0.9379,                0.74817,                0.85212,                0.72755,                0.48988,                0.32461,                0.79965,                0.00406,                0.00406,                0.00406
                    182,                0.60445,                0.38864,                0.79683,                0.93707,                0.74802,                0.85224,                0.72809,                0.48768,                0.32355,                0.79956,               0.004027,               0.004027,               0.004027
                    183,                0.60172,                0.38675,                 0.7961,                0.93772,                 0.7476,                0.85206,                0.72795,                0.48815,                0.32297,                0.79955,               0.003994,               0.003994,               0.003994
                    184,                0.60336,                0.38605,                0.79543,                0.93785,                0.74695,                0.85183,                0.72779,                0.48727,                0.32224,                0.79962,               0.003961,               0.003961,               0.003961
                    185,                0.60055,                0.38492,                0.79478,                 0.9329,                0.75032,                 0.8519,                0.72816,                0.48679,                0.32214,                0.79966,               0.003928,               0.003928,               0.003928
                    186,                0.60133,                0.38812,                0.79776,                0.93391,                0.75024,                0.85173,                  0.728,                0.48556,                0.32186,                0.79961,               0.003895,               0.003895,               0.003895
                    187,                0.59957,                0.38512,                0.79619,                0.93379,                0.75077,                0.85212,                0.72795,                0.48458,                 0.3214,                0.79925,               0.003862,               0.003862,               0.003862
                    188,                0.60161,                0.38508,                0.79594,                  0.938,                0.74806,                0.85224,                0.72809,                0.48509,                0.32113,                0.79913,               0.003829,               0.003829,               0.003829
                    189,                0.59779,                0.38506,                0.79461,                0.93522,                0.75004,                0.85246,                0.72838,                0.48319,                0.32021,                0.79897,               0.003796,               0.003796,               0.003796
                    190,                0.59928,                0.38512,                0.79574,                0.93483,                0.75063,                0.85287,                0.72821,                0.48335,                0.31982,                0.79882,               0.003763,               0.003763,               0.003763
                    191,                0.59407,                0.38276,                0.79523,                0.93798,                0.74867,                0.85281,                0.72842,                0.48222,                0.31965,                0.79874,                0.00373,                0.00373,                0.00373
                    192,                0.59807,                0.38503,                0.79701,                0.93561,                0.75053,                0.85283,                0.72904,                0.48231,                0.31984,                0.79867,               0.003697,               0.003697,               0.003697
                    193,                0.59659,                0.38341,                0.79547,                 0.9347,                0.75065,                0.85282,                0.72923,                0.48159,                 0.3192,                0.79871,               0.003664,               0.003664,               0.003664
                    194,                0.59437,                 0.3814,                0.79461,                0.93495,                0.75061,                 0.8529,                0.72939,                0.48091,                0.31882,                0.79867,               0.003631,               0.003631,               0.003631
                    195,                0.59047,                0.38029,                0.79513,                0.93571,                0.74984,                0.85277,                 0.7299,                0.48051,                0.31863,                0.79873,               0.003598,               0.003598,               0.003598
                    196,                0.59306,                0.38119,                0.79447,                0.93668,                0.74895,                 0.8528,                0.73017,                0.48057,                0.31873,                0.79855,               0.003565,               0.003565,               0.003565
                    197,                0.58937,                0.37763,                0.79435,                0.93785,                0.74854,                0.85306,                0.73063,                0.47969,                0.31817,                0.79837,               0.003532,               0.003532,               0.003532
                    198,                0.58313,                0.37604,                0.79442,                0.93743,                0.74931,                0.85324,                0.73016,                0.48079,                0.31855,                0.79836,               0.003499,               0.003499,               0.003499
                    199,                0.58705,                0.37723,                0.79459,                0.93713,                0.74973,                0.85337,                0.73037,                0.48067,                0.31879,                0.79835,               0.003466,               0.003466,               0.003466
                    200,                0.58946,                0.37965,                 0.7942,                0.93452,                0.75198,                0.85336,                0.73047,                0.48054,                0.31862,                0.79823,               0.003433,               0.003433,               0.003433
                    201,                0.59269,                   0.38,                0.79261,                0.93352,                0.75265,                0.85359,                0.73112,                0.48061,                0.31876,                0.79803,                 0.0034,                 0.0034,                 0.0034
                    202,                0.58452,                 0.3767,                0.79482,                0.93581,                0.75094,                0.85398,                0.73231,                0.47894,                0.31795,                0.79784,               0.003367,               0.003367,               0.003367
                    203,                0.58708,                0.37679,                0.79346,                0.93623,                0.75082,                0.85404,                 0.7323,                0.47868,                0.31796,                0.79774,               0.003334,               0.003334,               0.003334
                    204,                0.58299,                0.37442,                0.79449,                0.93353,                0.75266,                0.85396,                0.73267,                0.47776,                0.31754,                0.79762,               0.003301,               0.003301,               0.003301
                    205,                0.58665,                0.37821,                0.79492,                0.93295,                0.75303,                0.85394,                0.73297,                0.47692,                0.31713,                0.79756,               0.003268,               0.003268,               0.003268
                    206,                 0.5802,                 0.3741,                0.79321,                0.93583,                0.75158,                0.85423,                 0.7333,                0.47595,                0.31659,                 0.7974,               0.003235,               0.003235,               0.003235
                    207,                0.57846,                0.37142,                0.79256,                0.93379,                0.75321,                0.85439,                0.73319,                0.47645,                0.31677,                0.79717,               0.003202,               0.003202,               0.003202
                    208,                0.58321,                0.37443,                0.79177,                0.93314,                0.75397,                0.85445,                0.73357,                0.47572,                0.31626,                0.79706,               0.003169,               0.003169,               0.003169
                    209,                0.58692,                0.37835,                0.79398,                0.93316,                0.75455,                0.85477,                 0.7339,                0.47521,                0.31616,                0.79694,               0.003136,               0.003136,               0.003136
                    210,                0.57544,                0.36908,                0.79177,                0.93272,                0.75531,                0.85494,                0.73432,                0.47649,                0.31665,                0.79685,               0.003103,               0.003103,               0.003103
                    211,                0.57494,                0.37041,                 0.7927,                0.93272,                0.75528,                0.85495,                0.73442,                 0.4756,                0.31632,                0.79676,                0.00307,                0.00307,                0.00307
                    212,                0.57288,                0.36885,                0.79142,                 0.9318,                0.75542,                0.85492,                0.73483,                0.47546,                0.31623,                 0.7967,               0.003037,               0.003037,               0.003037
                    213,                0.57953,                0.37092,                0.79033,                0.93355,                 0.7542,                0.85497,                0.73483,                0.47652,                0.31638,                0.79662,               0.003004,               0.003004,               0.003004
                    214,                0.56875,                0.36588,                0.79139,                0.93444,                0.75334,                0.85495,                0.73459,                0.47599,                0.31612,                0.79656,               0.002971,               0.002971,               0.002971
                    215,                0.57375,                0.36938,                0.79297,                0.93376,                0.75397,                 0.8551,                0.73533,                 0.4756,                0.31576,                 0.7965,               0.002938,               0.002938,               0.002938
                    216,                0.57158,                0.36784,                0.79221,                0.93467,                0.75395,                0.85522,                0.73533,                0.47466,                0.31529,                0.79644,               0.002905,               0.002905,               0.002905
                    217,                0.57084,                0.36916,                0.79276,                0.93654,                0.75259,                0.85518,                0.73574,                0.47426,                0.31513,                0.79641,               0.002872,               0.002872,               0.002872
                    218,                0.56626,                0.36535,                0.79201,                0.93678,                 0.7523,                0.85511,                0.73562,                0.47491,                0.31539,                0.79641,               0.002839,               0.002839,               0.002839
                    219,                0.57003,                0.36805,                0.79195,                  0.937,                0.75191,                0.85513,                0.73554,                0.47469,                0.31516,                0.79638,               0.002806,               0.002806,               0.002806
                    220,                0.56721,                0.36614,                0.79103,                0.93808,                0.75163,                0.85494,                0.73604,                0.47445,                0.31501,                 0.7963,               0.002773,               0.002773,               0.002773
                    221,                0.56666,                0.36665,                0.79285,                0.93827,                0.75144,                0.85505,                0.73602,                0.47394,                0.31493,                0.79626,                0.00274,                0.00274,                0.00274
                    222,                0.56408,                  0.365,                 0.7916,                0.93874,                0.75084,                0.85481,                0.73669,                0.47364,                0.31483,                0.79624,               0.002707,               0.002707,               0.002707
                    223,                0.56171,                 0.3633,                0.79071,                0.93832,                0.75124,                0.85477,                0.73689,                0.47362,                0.31481,                0.79623,               0.002674,               0.002674,               0.002674
                    224,                0.56778,                0.36624,                0.79155,                 0.9383,                0.75126,                0.85494,                0.73732,                0.47327,                0.31476,                0.79619,               0.002641,               0.002641,               0.002641
                    225,                0.57031,                0.36624,                0.79059,                0.93868,                0.75128,                0.85501,                0.73711,                0.47266,                0.31452,                0.79611,               0.002608,               0.002608,               0.002608
                    226,                0.56283,                0.36312,                0.79112,                0.93951,                0.75105,                0.85521,                0.73728,                0.47235,                0.31453,                0.79609,               0.002575,               0.002575,               0.002575
                    227,                0.56335,                 0.3639,                0.79147,                0.94017,                0.75106,                0.85534,                0.73763,                0.47214,                0.31464,                0.79608,               0.002542,               0.002542,               0.002542
                    228,                0.56251,                0.36231,                0.79154,                0.93805,                0.75246,                0.85525,                0.73738,                0.47224,                0.31491,                0.79609,               0.002509,               0.002509,               0.002509
                    229,                0.55911,                0.36117,                0.79044,                0.93653,                0.75318,                 0.8554,                0.73795,                0.47253,                0.31507,                0.79615,               0.002476,               0.002476,               0.002476
                    230,                0.55704,                 0.3583,                0.79047,                0.93768,                0.75277,                0.85535,                0.73799,                0.47252,                0.31499,                0.79612,               0.002443,               0.002443,               0.002443
                    231,                0.55966,                0.36058,                 0.7893,                0.93776,                0.75257,                0.85539,                0.73823,                0.47253,                0.31521,                0.79613,                0.00241,                0.00241,                0.00241
                    232,                 0.5614,                0.36242,                0.79027,                0.93771,                 0.7527,                0.85556,                0.73807,                0.47286,                0.31531,                0.79613,               0.002377,               0.002377,               0.002377
                    233,                0.55526,                0.35895,                0.79054,                 0.9369,                0.75306,                0.85566,                0.73809,                0.47303,                0.31537,                 0.7961,               0.002344,               0.002344,               0.002344
                    234,                0.55592,                0.35803,                0.78982,                0.93689,                  0.753,                0.85565,                 0.7378,                0.47302,                0.31558,                0.79613,               0.002311,               0.002311,               0.002311
                    235,                0.55723,                 0.3592,                0.79078,                0.93501,                0.75425,                0.85567,                0.73802,                0.47317,                0.31578,                0.79614,               0.002278,               0.002278,               0.002278
                    236,                0.55588,                0.35895,                0.78927,                0.93531,                0.75402,                0.85579,                0.73789,                  0.473,                0.31582,                0.79607,               0.002245,               0.002245,               0.002245
                    237,                0.55053,                0.35634,                0.79007,                 0.9345,                0.75448,                0.85594,                0.73798,                0.47271,                0.31577,                0.79604,               0.002212,               0.002212,               0.002212
                    238,                0.55105,                  0.355,                0.78923,                0.93323,                0.75524,                0.85592,                0.73819,                0.47272,                0.31584,                0.79594,               0.002179,               0.002179,               0.002179
                    239,                0.55505,                0.35674,                0.78849,                0.93348,                 0.7551,                0.85596,                0.73822,                0.47244,                0.31589,                0.79592,               0.002146,               0.002146,               0.002146
                    240,                0.55335,                0.35753,                0.78894,                0.93278,                0.75549,                0.85591,                0.73811,                0.47277,                0.31615,                0.79595,               0.002113,               0.002113,               0.002113
                    241,                0.56055,                0.35969,                0.78865,                0.93281,                 0.7555,                0.85608,                0.73812,                0.47257,                0.31613,                0.79595,                0.00208,                0.00208,                0.00208
                    242,                0.55169,                0.35687,                0.78863,                 0.9327,                0.75545,                0.85595,                0.73803,                0.47299,                 0.3164,                0.79591,               0.002047,               0.002047,               0.002047
                    243,                0.54693,                0.35274,                0.78963,                0.93339,                0.75496,                0.85602,                0.73809,                0.47283,                0.31643,                0.79588,               0.002014,               0.002014,               0.002014
                    244,                 0.5474,                0.35319,                0.78807,                 0.9339,                0.75506,                0.85599,                0.73834,                0.47309,                0.31661,                0.79588,               0.001981,               0.001981,               0.001981
                    245,                0.54445,                0.35152,                0.78862,                0.93382,                0.75483,                0.85605,                0.73813,                0.47348,                0.31683,                0.79586,               0.001948,               0.001948,               0.001948
                    246,                0.54977,                0.35334,                0.78862,                0.93364,                0.75486,                0.85603,                0.73829,                0.47359,                 0.3171,                0.79587,               0.001915,               0.001915,               0.001915
                    247,                0.54366,                0.35154,                0.78846,                 0.9318,                0.75573,                0.85615,                0.73819,                0.47415,                 0.3173,                0.79585,               0.001882,               0.001882,               0.001882
                    248,                0.54555,                0.35084,                0.78773,                0.93198,                0.75558,                0.85607,                0.73792,                 0.4746,                0.31764,                0.79581,               0.001849,               0.001849,               0.001849
                    249,                0.54142,                0.35049,                0.78845,                0.93051,                0.75639,                0.85605,                0.73836,                0.47507,                0.31772,                0.79584,               0.001816,               0.001816,               0.001816
                    250,                0.54645,                0.35119,                0.78848,                0.93002,                0.75651,                0.85613,                0.73856,                0.47507,                0.31787,                0.79582,               0.001783,               0.001783,               0.001783
                    251,                0.54318,                0.35007,                 0.7881,                0.93074,                0.75607,                0.85596,                 0.7382,                0.47473,                0.31784,                0.79572,                0.00175,                0.00175,                0.00175
                    252,                0.53712,                0.34796,                0.78767,                0.93108,                0.75597,                0.85599,                0.73762,                0.47501,                0.31776,                0.79569,               0.001717,               0.001717,               0.001717
                    253,                0.54441,                0.34862,                0.78869,                0.94132,                0.74951,                0.85601,                0.73748,                0.47519,                0.31809,                0.79564,               0.001684,               0.001684,               0.001684
                    254,                0.53869,                  0.347,                0.78785,                0.93061,                0.75655,                0.85591,                0.73712,                0.47538,                0.31799,                0.79561,               0.001651,               0.001651,               0.001651
                    255,                 0.5403,                0.34905,                0.78804,                0.93078,                0.75639,                  0.856,                0.73718,                0.47563,                0.31809,                0.79555,               0.001618,               0.001618,               0.001618
                    256,                0.54058,                0.34884,                0.78669,                0.94052,                 0.7504,                0.85622,                  0.737,                 0.4763,                0.31832,                0.79552,               0.001585,               0.001585,               0.001585
                    257,                0.53724,                0.34591,                0.78762,                0.94087,                0.75004,                0.85627,                0.73697,                0.47676,                0.31837,                0.79544,               0.001552,               0.001552,               0.001552
                    258,                0.53677,                 0.3466,                 0.7868,                0.94166,                0.74989,                0.85607,                  0.737,                0.47743,                0.31864,                 0.7954,               0.001519,               0.001519,               0.001519
                    259,                0.53162,                0.34407,                  0.787,                0.94172,                0.74988,                0.85609,                0.73703,                0.47763,                0.31871,                0.79536,               0.001486,               0.001486,               0.001486
                    260,                 0.5342,                0.34525,                0.78784,                 0.9408,                0.75032,                0.85609,                0.73699,                0.47803,                 0.3188,                0.79532,               0.001453,               0.001453,               0.001453
                    261,                0.53777,                0.34673,                0.78649,                0.94182,                0.74972,                0.85598,                0.73707,                0.47856,                0.31869,                 0.7953,                0.00142,                0.00142,                0.00142
                    262,                0.53252,                 0.3428,                0.78577,                0.94162,                0.74973,                0.85593,                0.73709,                0.47889,                0.31864,                0.79529,               0.001387,               0.001387,               0.001387
                    263,                0.53353,                0.34389,                0.78522,                0.94196,                0.75006,                0.85604,                0.73704,                0.47967,                0.31888,                0.79527,               0.001354,               0.001354,               0.001354
                    264,                0.53677,                0.34479,                0.78652,                0.94197,                 0.7498,                0.85603,                0.73721,                 0.4804,                0.31925,                0.79528,               0.001321,               0.001321,               0.001321
                    265,                0.53159,                0.34304,                0.78746,                0.94234,                0.74987,                0.85606,                0.73722,                0.48108,                 0.3194,                0.79524,               0.001288,               0.001288,               0.001288
                    266,                0.52836,                0.33982,                0.78645,                0.94223,                 0.7498,                0.85597,                0.73712,                0.48196,                0.31973,                0.79524,               0.001255,               0.001255,               0.001255
                    267,                0.52659,                0.33882,                0.78584,                0.93341,                0.75519,                0.85618,                0.73719,                0.48267,                0.32006,                0.79523,               0.001222,               0.001222,               0.001222
                    268,                0.52475,                0.33832,                0.78549,                0.94301,                0.74986,                0.85616,                0.73702,                0.48333,                0.32017,                0.79523,               0.001189,               0.001189,               0.001189
                    269,                0.52438,                0.33882,                0.78553,                0.94322,                0.74996,                0.85616,                0.73654,                0.48408,                0.32062,                0.79525,               0.001156,               0.001156,               0.001156
                    270,                0.52473,                0.33839,                0.78621,                0.93527,                 0.7535,                0.85566,                0.73642,                 0.4852,                0.32092,                0.79524,               0.001123,               0.001123,               0.001123
                    271,                0.52608,                0.33955,                0.78701,                0.94319,                0.74939,                0.85568,                0.73576,                0.48621,                0.32127,                0.79528,                0.00109,                0.00109,                0.00109
                    272,                0.52774,                0.33873,                0.78541,                0.93554,                0.75329,                0.85566,                0.73539,                0.48749,                0.32199,                0.79531,               0.001057,               0.001057,               0.001057
                    273,                0.52707,                0.33908,                0.78586,                0.93548,                0.75334,                 0.8557,                0.73545,                0.48833,                0.32236,                0.79536,               0.001024,               0.001024,               0.001024
                    274,                0.52561,                0.33777,                0.78559,                0.93484,                0.75369,                0.85564,                0.73532,                0.48966,                0.32304,                0.79535,               0.000991,               0.000991,               0.000991
                    275,                0.52584,                 0.3394,                0.78511,                0.93477,                0.75355,                0.85557,                0.73478,                0.49054,                0.32327,                0.79537,               0.000958,               0.000958,               0.000958
                    276,                0.52379,                0.33835,                0.78591,                0.94178,                0.75013,                0.85561,                0.73496,                0.49163,                0.32369,                0.79535,               0.000925,               0.000925,               0.000925
                    277,                0.52045,                0.33408,                0.78549,                0.94198,                0.74995,                0.85544,                0.73477,                0.49281,                0.32409,                0.79539,               0.000892,               0.000892,               0.000892
                    278,                0.52017,                0.33774,                0.78526,                0.94211,                0.74992,                0.85539,                0.73468,                0.49415,                0.32449,                0.79542,               0.000859,               0.000859,               0.000859
                    279,                0.51659,                0.33295,                0.78525,                0.94246,                0.74948,                0.85542,                0.73462,                 0.4949,                0.32494,                0.79538,               0.000826,               0.000826,               0.000826
                    280,                0.52141,                0.33588,                0.78622,                 0.9432,                0.74941,                0.85545,                0.73454,                 0.4962,                0.32547,                0.79537,               0.000793,               0.000793,               0.000793
                    281,                0.51611,                0.33371,                 0.7861,                0.94467,                0.74845,                0.85552,                0.73396,                0.49726,                0.32592,                0.79535,                0.00076,                0.00076,                0.00076
                    282,                0.51638,                0.33074,                0.78448,                0.94528,                0.74814,                 0.8554,                0.73438,                0.49852,                0.32658,                0.79536,               0.000727,               0.000727,               0.000727
                    283,                0.52141,                0.33445,                0.78532,                0.94497,                0.74811,                0.85537,                0.73373,                0.49992,                0.32686,                 0.7954,               0.000694,               0.000694,               0.000694
                    284,                0.51896,                0.33247,                0.78527,                0.94515,                0.74804,                0.85545,                0.73356,                0.50121,                0.32729,                0.79541,               0.000661,               0.000661,               0.000661
                    285,                 0.5161,                0.33191,                0.78452,                0.94545,                0.74772,                0.85544,                0.73334,                0.50298,                0.32797,                0.79544,               0.000628,               0.000628,               0.000628
                    286,                0.51185,                0.32977,                0.78472,                0.94286,                0.74929,                0.85547,                0.73317,                0.50446,                0.32842,                0.79548,               0.000595,               0.000595,               0.000595
                    287,                0.52168,                0.33402,                0.78333,                0.94541,                0.74801,                0.85538,                0.73312,                0.50619,                0.32907,                0.79551,               0.000562,               0.000562,               0.000562
                    288,                0.51071,                0.32951,                0.78462,                0.94554,                0.74757,                 0.8553,                0.73296,                0.50773,                0.32984,                0.79556,               0.000529,               0.000529,               0.000529
                    289,                0.51833,                0.33147,                0.78428,                0.94282,                0.74927,                0.85536,                0.73251,                 0.5094,                0.33048,                0.79553,               0.000496,               0.000496,               0.000496
                    290,                 0.5119,                 0.3292,                0.78435,                0.94581,                0.74775,                0.85538,                0.73244,                0.51082,                0.33124,                0.79552,               0.000463,               0.000463,               0.000463
                    291,                0.54027,                0.31833,                0.77771,                 0.9421,                0.74998,                0.85531,                0.73222,                 0.5119,                0.33173,                0.79549,                0.00043,                0.00043,                0.00043
                    292,                0.53696,                0.31458,                0.77659,                0.94461,                0.74905,                0.85547,                0.73184,                0.51337,                0.33237,                0.79552,               0.000397,               0.000397,               0.000397
                    293,                0.52698,                0.30911,                0.77486,                0.94505,                0.74875,                 0.8555,                0.73174,                0.51484,                0.33274,                0.79551,               0.000364,               0.000364,               0.000364
                    294,                0.52966,                0.31005,                0.77416,                0.94398,                0.74936,                0.85545,                0.73132,                0.51619,                0.33333,                0.79549,               0.000331,               0.000331,               0.000331
                    295,                0.52576,                 0.3069,                0.77592,                0.94134,                0.75064,                0.85561,                0.73095,                0.51782,                0.33377,                0.79547,               0.000298,               0.000298,               0.000298
                    296,                0.52528,                0.30785,                0.77355,                0.94078,                0.75113,                0.85591,                0.73088,                0.51921,                0.33439,                0.79547,               0.000265,               0.000265,               0.000265
                    297,                0.52581,                0.30687,                0.77457,                0.93926,                0.75242,                0.85605,                0.73041,                0.52074,                0.33492,                0.79549,               0.000232,               0.000232,               0.000232
                    298,                0.52362,                0.30672,                0.77456,                0.94054,                0.75169,                0.85609,                0.73035,                0.52201,                0.33557,                0.79547,               0.000199,               0.000199,               0.000199
                    299,                0.52089,                0.30432,                0.77324,                0.93827,                0.75324,                0.85615,                0.72998,                0.52352,                0.33583,                0.79545,               0.000166,               0.000166,               0.000166
                    300,                 0.5215,                0.30459,                0.77356,                0.93846,                0.75297,                0.85621,                0.73005,                0.52497,                0.33647,                0.79546,               0.000133,               0.000133,               0.000133
