                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.69028,                0.47397,                0.81276,                0.90161,                0.78709,                0.85288,                0.69078,                0.55068,                0.37047,                0.81528,              0.0028225,              0.0028225,              0.0028225
                    147,                0.69224,                0.47091,                0.81086,                  0.899,                0.78738,                0.85309,                0.69188,                0.54996,                   0.37,                0.81518,               0.002773,               0.002773,               0.002773
                    148,                0.68558,                 0.4681,                0.81114,                0.90395,                0.78548,                0.85333,                0.69176,                0.54926,                0.36948,                 0.8149,              0.0027235,              0.0027235,              0.0027235
                    149,                0.67784,                0.46406,                0.81108,                0.90088,                0.78687,                0.85292,                0.69143,                0.54934,                0.36971,                0.81461,               0.002674,               0.002674,               0.002674
                    150,                0.68224,                0.46723,                0.80947,                0.89885,                0.78855,                0.85228,                0.69069,                0.54872,                0.36892,                0.81469,              0.0026245,              0.0026245,              0.0026245
                    151,                0.68557,                0.46839,                0.80994,                0.89887,                0.78877,                 0.8529,                0.69228,                0.54912,                0.36927,                0.81461,               0.002575,               0.002575,               0.002575
                    152,                0.68046,                0.46686,                0.81092,                0.89959,                0.78871,                0.85331,                0.69319,                0.54906,                0.36853,                0.81458,              0.0025255,              0.0025255,              0.0025255
                    153,                0.67932,                0.46392,                 0.8089,                0.90771,                0.78305,                0.85357,                0.69352,                0.54755,                 0.3674,                 0.8144,               0.002476,               0.002476,               0.002476
                    154,                0.67565,                0.46145,                0.80895,                0.90698,                0.78474,                0.85438,                0.69453,                0.54642,                0.36657,                 0.8143,              0.0024265,              0.0024265,              0.0024265
                    155,                0.67737,                0.46799,                0.81096,                0.90592,                0.78581,                0.85381,                0.69482,                0.54651,                0.36666,                0.81411,               0.002377,               0.002377,               0.002377
                    156,                0.67613,                0.46578,                0.81023,                0.90489,                0.78785,                 0.8536,                0.69469,                 0.5458,                0.36676,                0.81393,              0.0023275,              0.0023275,              0.0023275
                    157,                0.67614,                0.46392,                0.81001,                0.90381,                0.78867,                0.85366,                0.69377,                0.54538,                0.36618,                0.81397,               0.002278,               0.002278,               0.002278
                    158,                0.66227,                0.45501,                0.80779,                 0.9062,                0.78763,                0.85329,                0.69278,                0.54393,                0.36601,                0.81383,              0.0022285,              0.0022285,              0.0022285
                    159,                0.67697,                0.46231,                0.80967,                0.90643,                0.78722,                0.85331,                0.69235,                  0.544,                0.36587,                0.81381,               0.002179,               0.002179,               0.002179
                    160,                0.66793,                0.45941,                0.80882,                0.90305,                0.78982,                0.85345,                0.69329,                0.54281,                0.36478,                0.81345,              0.0021295,              0.0021295,              0.0021295
                    161,                0.67253,                0.46129,                0.80777,                0.90012,                0.78958,                0.85301,                0.69287,                0.54269,                0.36423,                0.81338,                0.00208,                0.00208,                0.00208
                    162,                0.66213,                0.45725,                0.80777,                0.90614,                0.78647,                0.85389,                0.69303,                0.54178,                0.36387,                0.81312,              0.0020305,              0.0020305,              0.0020305
                    163,                 0.6707,                0.46027,                0.80893,                0.90861,                0.78529,                0.85378,                0.69392,                0.54007,                0.36296,                  0.813,               0.001981,               0.001981,               0.001981
                    164,                 0.6675,                0.45699,                0.80733,                0.90494,                0.78786,                0.85371,                0.69441,                0.54068,                0.36297,                0.81297,              0.0019315,              0.0019315,              0.0019315
                    165,                0.66016,                0.45628,                0.80763,                0.90406,                0.78844,                0.85357,                0.69545,                0.54071,                0.36268,                0.81281,               0.001882,               0.001882,               0.001882
                    166,                0.66365,                0.45435,                0.80689,                 0.9027,                0.79041,                0.85395,                0.69531,                0.54001,                0.36209,                0.81254,              0.0018325,              0.0018325,              0.0018325
                    167,                0.66074,                0.45444,                0.80633,                0.90102,                0.79236,                0.85337,                0.69506,                0.53988,                0.36187,                0.81259,               0.001783,               0.001783,               0.001783
                    168,                0.66152,                0.45598,                0.80736,                0.90429,                0.78873,                0.85333,                0.69552,                0.53911,                0.36099,                0.81234,              0.0017335,              0.0017335,              0.0017335
                    169,                0.66557,                0.45681,                0.80848,                0.90214,                0.79275,                0.85411,                0.69575,                0.53921,                0.36086,                0.81236,               0.001684,               0.001684,               0.001684
                    170,                0.66201,                0.45324,                0.80667,                0.89975,                0.79397,                0.85374,                0.69619,                0.53844,                0.36078,                0.81237,              0.0016345,              0.0016345,              0.0016345
                    171,                0.65683,                0.45155,                0.80638,                0.89765,                 0.7932,                0.85286,                0.69642,                0.53816,                0.36047,                0.81229,               0.001585,               0.001585,               0.001585
                    172,                0.65392,                0.45249,                 0.8082,                 0.8982,                0.79292,                0.85381,                0.69612,                0.53823,                0.36035,                0.81224,              0.0015355,              0.0015355,              0.0015355
                    173,                0.65237,                0.45112,                0.80729,                0.89693,                0.79476,                0.85372,                0.69705,                0.53842,                0.36045,                0.81215,               0.001486,               0.001486,               0.001486
                    174,                0.64868,                0.44827,                0.80737,                0.89652,                0.79507,                0.85385,                0.69726,                0.53819,                0.36022,                0.81205,              0.0014365,              0.0014365,              0.0014365
                    175,                0.65056,                0.44853,                0.80659,                0.89719,                0.79423,                0.85399,                0.69752,                0.53806,                0.36007,                0.81206,               0.001387,               0.001387,               0.001387
                    176,                0.65264,                0.44936,                0.80693,                0.89747,                0.79388,                0.85395,                0.69831,                0.53782,                0.35971,                0.81207,              0.0013375,              0.0013375,              0.0013375
                    177,                0.64993,                 0.4481,                0.80654,                0.89863,                 0.7934,                0.85409,                0.69872,                0.53719,                0.35964,                0.81188,               0.001288,               0.001288,               0.001288
                    178,                 0.6407,                0.44407,                0.80563,                0.89948,                0.79236,                0.85409,                 0.6987,                0.53794,                0.35982,                 0.8119,              0.0012385,              0.0012385,              0.0012385
                    179,                0.65391,                0.44947,                0.80524,                0.89865,                0.79265,                0.85405,                0.69861,                0.53927,                0.35999,                0.81194,               0.001189,               0.001189,               0.001189
                    180,                0.64394,                0.44321,                0.80551,                0.89949,                0.79224,                0.85406,                0.69877,                0.54039,                0.36036,                0.81185,              0.0011395,              0.0011395,              0.0011395
                    181,                0.64915,                0.44847,                0.80641,                0.90004,                0.79224,                0.85438,                0.69897,                0.54104,                0.36044,                0.81188,                0.00109,                0.00109,                0.00109
                    182,                0.64311,                0.44446,                0.80374,                0.89873,                0.79355,                0.85446,                0.69922,                0.54151,                0.36052,                0.81181,              0.0010405,              0.0010405,              0.0010405
                    183,                0.64399,                0.44509,                0.80586,                0.89765,                0.79383,                0.85443,                0.69902,                0.54233,                 0.3604,                0.81171,               0.000991,               0.000991,               0.000991
                    184,                0.63805,                0.43949,                0.80487,                0.89753,                0.79421,                0.85445,                0.69939,                 0.5428,                0.36051,                0.81165,              0.0009415,              0.0009415,              0.0009415
                    185,                0.63673,                0.43869,                 0.8034,                0.89827,                0.79329,                0.85453,                0.69956,                0.54342,                0.36072,                0.81159,               0.000892,               0.000892,               0.000892
                    186,                0.63708,                0.43963,                0.80403,                 0.8988,                0.79322,                0.85504,                0.69961,                0.54439,                0.36086,                0.81161,              0.0008425,              0.0008425,              0.0008425
                    187,                0.64357,                0.44319,                0.80399,                 0.8994,                0.79287,                0.85507,                0.69965,                0.54516,                0.36118,                0.81154,               0.000793,               0.000793,               0.000793
                    188,                0.63667,                0.43782,                0.80377,                0.90158,                0.79204,                0.85519,                0.69956,                0.54606,                0.36148,                0.81154,              0.0007435,              0.0007435,              0.0007435
                    189,                0.63125,                0.43686,                0.80306,                0.90285,                0.79134,                0.85546,                0.69958,                0.54714,                0.36162,                0.81149,               0.000694,               0.000694,               0.000694
                    190,                0.63843,                0.44218,                 0.8049,                0.90304,                 0.7914,                0.85548,                 0.6994,                0.54786,                0.36188,                0.81151,              0.0006445,              0.0006445,              0.0006445
                    191,                0.68244,                0.44323,                0.80449,                0.90382,                0.79091,                0.85509,                0.69948,                0.54722,                0.36154,                0.81143,               0.000595,               0.000595,               0.000595
                    192,                0.66367,                0.43232,                0.80308,                0.91156,                0.78364,                0.85521,                 0.6995,                0.54702,                 0.3614,                0.81142,              0.0005455,              0.0005455,              0.0005455
                    193,                0.65742,                0.42701,                0.80037,                0.91156,                0.78334,                0.85481,                0.69983,                0.54693,                0.36124,                0.81138,               0.000496,               0.000496,               0.000496
                    194,                0.65477,                0.42503,                0.79905,                0.91164,                0.78481,                0.85518,                0.70025,                0.54768,                0.36117,                0.81136,              0.0004465,              0.0004465,              0.0004465
                    195,                0.64651,                0.42099,                0.79948,                0.91237,                0.78411,                0.85511,                0.70043,                0.54809,                 0.3613,                0.81129,               0.000397,               0.000397,               0.000397
                    196,                0.64926,                0.42162,                0.79963,                0.91215,                0.78554,                0.85585,                 0.7011,                0.54852,                0.36145,                0.81125,              0.0003475,              0.0003475,              0.0003475
                    197,                0.64446,                0.41937,                0.79916,                0.91147,                0.78692,                0.85564,                0.70073,                0.54951,                0.36162,                0.81118,               0.000298,               0.000298,               0.000298
                    198,                0.63952,                0.41557,                0.79936,                 0.9096,                0.78896,                0.85536,                0.70035,                0.55029,                0.36169,                0.81115,              0.0002485,              0.0002485,              0.0002485
                    199,                0.63952,                0.41392,                0.79825,                0.90773,                 0.7898,                0.85481,                0.70058,                0.55117,                0.36173,                0.81111,               0.000199,               0.000199,               0.000199
                    200,                0.63615,                0.41408,                0.79844,                0.90773,                0.79005,                0.85484,                0.70019,                0.55195,                0.36173,                0.81104,              0.0001495,              0.0001495,              0.0001495
